id,volume,rel_path,src,score,signals
lni81/GI-Proceedings-81-16,lni81,lni81/GI-Proceedings-81-16.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni81\GI-Proceedings-81-16.pdf,0.0,{}
lni108/61,lni108,lni108/61.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni108\61.pdf,1.0,"{""artifact_vocab"": 1}"
lni208/833,lni208,lni208/833.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni208\833.pdf,1.0,"{""artifact_vocab"": 1}"
lni226/85,lni226,lni226/85.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni226\85.pdf,6.0,"{""source_vocab"": 2, ""artifact_vocab"": 2}"
lni8/11,lni8,lni8/11.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni8\11.pdf,9.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 1}"
lni50/GI-Proceedings.50-68,lni50,lni50/GI-Proceedings.50-68.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni50\GI-Proceedings.50-68.pdf,0.0,{}
lni133/211,lni133,lni133/211.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni133\211.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni338/34,lni338,lni338/34.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni338\34.pdf,12.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni301/Sicherheit-2020_Komplettband,lni301,lni301/Sicherheit-2020_Komplettband.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni301\Sicherheit-2020_Komplettband.pdf,44.0,"{""repo_url"": 3, ""availability"": 2, ""license"": 1, ""package_manager"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni93/GI-Proceedings-93-596,lni93,lni93/GI-Proceedings-93-596.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni93\GI-Proceedings-93-596.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni203/95,lni203,lni203/95.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni203\95.pdf,18.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3}"
lni214/383,lni214,lni214/383.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni214\383.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni154/501,lni154,lni154/501.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\501.pdf,0.0,{}
lni142/gi-proc-142-039,lni142,lni142/gi-proc-142-039.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni142\gi-proc-142-039.pdf,16.0,"{""availability"": 1, ""license"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni49/GI.Proceedings.49-77,lni49,lni49/GI.Proceedings.49-77.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni49\GI.Proceedings.49-77.pdf,0.0,{}
lni229/39,lni229,lni229/39.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni229\39.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni336/429-430,lni336,lni336/429-430.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni336\429-430.pdf,0.0,{}
lni329/26-BIOSIG_2022_paper_50,lni329,lni329/26-BIOSIG_2022_paper_50.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni329\26-BIOSIG_2022_paper_50.pdf,9.0,"{""availability"": 2, ""artifact_vocab"": 1}"
lni314/W1-5,lni314,lni314/W1-5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni314\W1-5.pdf,11.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni103/17,lni103,lni103/17.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni103\17.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni366/Gollnick_et_al,lni366,lni366/Gollnick_et_al.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni366\Gollnick_et_al.pdf,31.0,"{""repo_url"": 2, ""availability"": 2, ""license"": 2, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni175/891,lni175,lni175/891.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\891.pdf,14.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni144/600,lni144,lni144/600.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni144\600.pdf,6.0,"{""source_vocab"": 3}"
lni308/021 Keynote_Greiff,lni308,lni308/021 Keynote_Greiff.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni308\021 Keynote_Greiff.pdf,0.0,{}
lni122/341-342,lni122,lni122/341-342.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni122\341-342.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni361/BTW2025-40,lni361,lni361/BTW2025-40.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni361\BTW2025-40.pdf,14.0,"{""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni156/lni-p-156-komplett,lni156,lni156/lni-p-156-komplett.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni156\lni-p-156-komplett.pdf,20.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni159/13,lni159,lni159/13.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni159\13.pdf,6.0,"{""source_vocab"": 2, ""artifact_vocab"": 2}"
lni52/GI.-.Proceedings.52-45,lni52,lni52/GI.-.Proceedings.52-45.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni52\GI.-.Proceedings.52-45.pdf,2.0,"{""artifact_vocab"": 2}"
lni192/230,lni192,lni192/230.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni192\230.pdf,1.0,"{""artifact_vocab"": 1}"
lni153/gi-proc-153-013,lni153,lni153/gi-proc-153-013.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni153\gi-proc-153-013.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni66/GI-Proceedings.66-11,lni66,lni66/GI-Proceedings.66-11.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni66\GI-Proceedings.66-11.pdf,15.0,"{""repo_url"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
313/C1-1,313,313/C1-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\313\C1-1.pdf,3.0,"{""artifact_vocab"": 3}"
lni50/GI-Proceedings.50-17,lni50,lni50/GI-Proceedings.50-17.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni50\GI-Proceedings.50-17.pdf,1.0,"{""artifact_vocab"": 1}"
lni150/43,lni150,lni150/43.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni150\43.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni145/gi-proc-145-040,lni145,lni145/gi-proc-145-040.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni145\gi-proc-145-040.pdf,1.0,"{""artifact_vocab"": 1}"
lni175/856,lni175,lni175/856.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni175\856.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni154/cd-1980,lni154,lni154/cd-1980.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\cd-1980.pdf,1.0,"{""artifact_vocab"": 1}"
lni335/proceedings-01,lni335,lni335/proceedings-01.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni335\proceedings-01.pdf,26.0,"{""repo_url"": 2, ""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 2}"
lni105/251,lni105,lni105/251.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni105\251.pdf,5.0,"{""availability"": 1, ""artifact_vocab"": 1}"
lni101/47,lni101,lni101/47.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni101\47.pdf,2.0,"{""artifact_vocab"": 2}"
lni366/Abecker_et_al,lni366,lni366/Abecker_et_al.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni366\Abecker_et_al.pdf,3.0,"{""artifact_vocab"": 2, ""prog_lang"": 1}"
lni170/289,lni170,lni170/289.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni170\289.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni192/432,lni192,lni192/432.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni192\432.pdf,1.0,"{""artifact_vocab"": 1}"
lni154/361,lni154,lni154/361.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\361.pdf,1.0,"{""prog_lang"": 1}"
lni113/99,lni113,lni113/99.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni113\99.pdf,0.0,{}
lni352/Arnecke_et_al_Integrating_Generative_AI,lni352,lni352/Arnecke_et_al_Integrating_Generative_AI.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni352\Arnecke_et_al_Integrating_Generative_AI.pdf,10.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 2}"
lni297/DELFI2019_355_Sensor_Based_Adaptive_Learning_-_Lessons_Learned,lni297,lni297/DELFI2019_355_Sensor_Based_Adaptive_Learning_-_Lessons_Learned.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni297\DELFI2019_355_Sensor_Based_Adaptive_Learning_-_Lessons_Learned.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni355/LNI_031,lni355,lni355/LNI_031.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni355\LNI_031.pdf,17.0,"{""repo_url"": 2, ""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 1}"
lni28/GI-Proceedings.28-119,lni28,lni28/GI-Proceedings.28-119.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni28\GI-Proceedings.28-119.pdf,2.0,"{""artifact_vocab"": 2}"
lni366/Bourdick_und_Baeumer,lni366,lni366/Bourdick_und_Baeumer.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni366\Bourdick_und_Baeumer.pdf,11.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni294/paper3_04,lni294,lni294/paper3_04.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni294\paper3_04.pdf,12.0,"{""repo_url"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni135/45,lni135,lni135/45.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni135\45.pdf,1.0,"{""artifact_vocab"": 1}"
lni290/C1-1,lni290,lni290/C1-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni290\C1-1.pdf,4.0,"{""artifact_vocab"": 3, ""prog_lang"": 1}"
lni78/GI-Proceedings-78-66,lni78,lni78/GI-Proceedings-78-66.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni78\GI-Proceedings-78-66.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni110/247,lni110,lni110/247.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni110\247.pdf,10.0,"{""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni366/Kunz_und_Waldmann,lni366,lni366/Kunz_und_Waldmann.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni366\Kunz_und_Waldmann.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni51/GI-Proceedings.51-9,lni51,lni51/GI-Proceedings.51-9.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni51\GI-Proceedings.51-9.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni295/paper02_02,lni295,lni295/paper02_02.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni295\paper02_02.pdf,13.0,"{""availability"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3}"
lni26/GI-Proceedings.26-3,lni26,lni26/GI-Proceedings.26-3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni26\GI-Proceedings.26-3.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni87/GI-Proceedings-87-43,lni87,lni87/GI-Proceedings-87-43.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni87\GI-Proceedings-87-43.pdf,2.0,"{""artifact_vocab"": 1, ""prog_lang"": 1}"
lni12/14,lni12,lni12/14.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni12\14.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni28/GI-Proceedings.28-50,lni28,lni28/GI-Proceedings.28-50.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni28\GI-Proceedings.28-50.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni215/341,lni215,lni215/341.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni215\341.pdf,8.0,"{""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni338/63,lni338,lni338/63.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni338\63.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni285/3032414_GI_P_285_16,lni285,lni285/3032414_GI_P_285_16.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni285\3032414_GI_P_285_16.pdf,13.0,"{""availability"": 2, ""source_vocab"": 1, ""artifact_vocab"": 3}"
lni67/GI-Proceedings.67-109,lni67,lni67/GI-Proceedings.67-109.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni67\GI-Proceedings.67-109.pdf,0.0,{}
lni125/55,lni125,lni125/55.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni125\55.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni128/277,lni128,lni128/277.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni128\277.pdf,18.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni317/GIL2022_Sturm_283-288,lni317,lni317/GIL2022_Sturm_283-288.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni317\GIL2022_Sturm_283-288.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni121/75,lni121,lni121/75.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni121\75.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni180/714,lni180,lni180/714.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni180\714.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni326/rut_08,lni326,lni326/rut_08.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni326\rut_08.pdf,8.0,"{""availability"": 1, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni305/proceedings-11,lni305,lni305/proceedings-11.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni305\proceedings-11.pdf,10.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 2}"
lni192/352,lni192,lni192/352.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni192\352.pdf,4.0,"{""source_vocab"": 1, ""artifact_vocab"": 2}"
lni99/71,lni99,lni99/71.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni99\71.pdf,0.0,{}
lni298/PVM2019_5,lni298,lni298/PVM2019_5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni298\PVM2019_5.pdf,0.0,{}
lni228/407,lni228,lni228/407.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni228\407.pdf,2.0,"{""artifact_vocab"": 1, ""prog_lang"": 1}"
lni317/GIL2022_Branding_69-74,lni317,lni317/GIL2022_Branding_69-74.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni317\GIL2022_Branding_69-74.pdf,2.0,"{""artifact_vocab"": 2}"
lni133/317,lni133,lni133/317.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni133\317.pdf,13.0,"{""repo_url"": 1, ""source_vocab"": 3, ""artifact_vocab"": 2}"
lni343/modelling3,lni343,lni343/modelling3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni343\modelling3.pdf,12.0,"{""repo_url"": 1, ""availability"": 1, ""artifact_vocab"": 3}"
lni50/GI-Proceedings.50-5,lni50,lni50/GI-Proceedings.50-5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni50\GI-Proceedings.50-5.pdf,10.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni331/B5-2,lni331,lni331/B5-2.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni331\B5-2.pdf,18.0,"{""repo_url"": 1, ""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni361/BTW2025-55,lni361,lni361/BTW2025-55.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni361\BTW2025-55.pdf,6.0,"{""availability"": 1, ""artifact_vocab"": 2}"
lni35/GI-Proceedings.35-72,lni35,lni35/GI-Proceedings.35-72.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni35\GI-Proceedings.35-72.pdf,1.0,"{""artifact_vocab"": 1}"
lni159/165,lni159,lni159/165.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni159\165.pdf,12.0,"{""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni228/1,lni228,lni228/1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni228\1.pdf,9.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3}"
lni165/422,lni165,lni165/422.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni165\422.pdf,0.0,{}
lni194/247,lni194,lni194/247.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni194\247.pdf,6.0,"{""source_vocab"": 1, ""artifact_vocab"": 2, ""prog_lang"": 2}"
lni228/419,lni228,lni228/419.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni228\419.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni220/110,lni220,lni220/110.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\110.pdf,5.0,"{""source_vocab"": 1, ""artifact_vocab"": 3}"
lni132/433,lni132,lni132/433.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni132\433.pdf,0.0,{}
lni220/1216,lni220,lni220/1216.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni220\1216.pdf,9.0,"{""source_vocab"": 3, ""artifact_vocab"": 3}"
lni336/477-478,lni336,lni336/477-478.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni336\477-478.pdf,2.0,"{""source_vocab"": 1}"
lni208/1331,lni208,lni208/1331.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni208\1331.pdf,5.0,"{""source_vocab"": 2, ""artifact_vocab"": 1}"
lni154/cd-1965,lni154,lni154/cd-1965.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni154\cd-1965.pdf,3.0,"{""artifact_vocab"": 3}"
lni68/GI-Proceedings.68-53,lni68,lni68/GI-Proceedings.68-53.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni68\GI-Proceedings.68-53.pdf,3.0,"{""artifact_vocab"": 3}"
lni122/345-349,lni122,lni122/345-349.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni122\345-349.pdf,5.0,"{""artifact_vocab"": 3, ""prog_lang"": 2}"
lni42/GI-Proceedings.42-3,lni42,lni42/GI-Proceedings.42-3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni42\GI-Proceedings.42-3.pdf,3.0,"{""source_vocab"": 1, ""artifact_vocab"": 1}"
lni132/29,lni132,lni132/29.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni132\29.pdf,1.0,"{""prog_lang"": 1}"
lni133/129,lni133,lni133/129.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni133\129.pdf,15.0,"{""availability"": 2, ""source_vocab"": 2, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni352/Lamott_Shakir_Leveraging_Distillation_Techniques,lni352,lni352/Lamott_Shakir_Leveraging_Distillation_Techniques.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni352\Lamott_Shakir_Leveraging_Distillation_Techniques.pdf,17.0,"{""repo_url"": 2, ""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 1}"
lni375/GIL_2026_Troost_164-175,lni375,lni375/GIL_2026_Troost_164-175.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni375\GIL_2026_Troost_164-175.pdf,11.0,"{""availability"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3}"
lni307/C25-7,lni307,lni307/C25-7.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni307\C25-7.pdf,30.0,"{""repo_url"": 2, ""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni314/C1-6,lni314,lni314/C1-6.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni314\C1-6.pdf,8.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 2}"
lni308/037 DELFI2020_paper_7,lni308,lni308/037 DELFI2020_paper_7.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni308\037 DELFI2020_paper_7.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni192/285,lni192,lni192/285.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni192\285.pdf,1.0,"{""artifact_vocab"": 1}"
lni142/gi-proc-142-024,lni142,lni142/gi-proc-142-024.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni142\gi-proc-142-024.pdf,0.0,{}
lni200/135,lni200,lni200/135.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni200\135.pdf,8.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 2}"
lni336/269-278,lni336,lni336/269-278.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni336\269-278.pdf,13.0,"{""repo_url"": 1, ""source_vocab"": 2, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni357/AKWI2024_03,lni357,lni357/AKWI2024_03.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni357\AKWI2024_03.pdf,9.0,"{""repo_url"": 1, ""source_vocab"": 2}"
lni51/GI-Proceedings.51-39,lni51,lni51/GI-Proceedings.51-39.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni51\GI-Proceedings.51-39.pdf,10.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni350/proceedings-03,lni350,lni350/proceedings-03.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni350\proceedings-03.pdf,3.0,"{""artifact_vocab"": 3}"
lni88/GI-Proceedings-88-3,lni88,lni88/GI-Proceedings-88-3.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni88\GI-Proceedings-88-3.pdf,19.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni316/DELFI_2021-Proceedings,lni316,lni316/DELFI_2021-Proceedings.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni316\DELFI_2021-Proceedings.pdf,20.0,"{""repo_url"": 1, ""license"": 1, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni20/GI-Proceedings.20-16,lni20,lni20/GI-Proceedings.20-16.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni20\GI-Proceedings.20-16.pdf,2.0,"{""artifact_vocab"": 2}"
lni311/A1-5,lni311,lni311/A1-5.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni311\A1-5.pdf,18.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 1}"
lni158/117,lni158,lni158/117.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni158\117.pdf,2.0,"{""artifact_vocab"": 2}"
lni332/paper15,lni332,lni332/paper15.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni332\paper15.pdf,9.0,"{""availability"": 1, ""source_vocab"": 1, ""artifact_vocab"": 3}"
lni162/lni-p-162-komplett,lni162,lni162/lni-p-162-komplett.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni162\lni-p-162-komplett.pdf,19.0,"{""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 2}"
lni134/905,lni134,lni134/905.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni134\905.pdf,1.0,"{""artifact_vocab"": 1}"
lni49/GI.Proceedings.49-46,lni49,lni49/GI.Proceedings.49-46.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni49\GI.Proceedings.49-46.pdf,1.0,"{""artifact_vocab"": 1}"
lni208/319,lni208,lni208/319.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni208\319.pdf,31.0,"{""repo_url"": 1, ""availability"": 2, ""license"": 2, ""source_vocab"": 3, ""artifact_vocab"": 3, ""prog_lang"": 3}"
lni360/B11-1,lni360,lni360/B11-1.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni360\B11-1.pdf,8.0,"{""license"": 1, ""source_vocab"": 1, ""artifact_vocab"": 2, ""prog_lang"": 1}"
lni310/A1-01,lni310,lni310/A1-01.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni310\A1-01.pdf,1.0,"{""artifact_vocab"": 1}"
lni372/env2025_01,lni372,lni372/env2025_01.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni372\env2025_01.pdf,15.0,"{""availability"": 2, ""source_vocab"": 2, ""artifact_vocab"": 1, ""prog_lang"": 2}"
lni48/GI.Band.48-18,lni48,lni48/GI.Band.48-18.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni48\GI.Band.48-18.pdf,7.0,"{""license"": 1, ""source_vocab"": 1, ""artifact_vocab"": 2}"
lni91/GI-Proceedings-91-8,lni91,lni91/GI-Proceedings-91-8.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni91\GI-Proceedings-91-8.pdf,7.0,"{""source_vocab"": 2, ""artifact_vocab"": 3}"
lni377/A1-29,lni377,lni377/A1-29.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni377\A1-29.pdf,5.0,"{""source_vocab"": 2, ""artifact_vocab"": 1}"
lni320/A1-10,lni320,lni320/A1-10.pdf,\\DC01\Archiv\Publikationen\LNI\Proceedings\lni320\A1-10.pdf,20.0,"{""repo_url"": 1, ""availability"": 2, ""source_vocab"": 3, ""artifact_vocab"": 1}"
